,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,GENDER,Car,House,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_EMPLOYED,MOBILE,WORK_PHONE,HOME_PHONE,MOBILE_REACHABLE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,APPLICATION_DAY,TOTAL_DOC_SUBMITTED
32063,137179,1,Cash loans,F,N,N,0,135000.0,601677.0,423000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1770,1,1,0,1,0,Accountants,2.0,THURSDAY,1
32074,137190,1,Cash loans,F,N,N,0,99000.0,229500.0,229500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2258,1,1,1,1,0,Sales staff,1.0,THURSDAY,1
32408,137566,1,Cash loans,M,N,N,0,157500.0,521280.0,450000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,-1046,1,1,0,1,0,Cooking staff,1.0,TUESDAY,1
32574,137759,1,Cash loans,M,N,N,1,180000.0,339241.5,238500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1528,1,1,0,1,0,Security staff,3.0,FRIDAY,1
32777,137986,1,Cash loans,F,N,N,0,135000.0,1078200.0,900000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-1295,1,1,0,1,0,Core staff,2.0,TUESDAY,1
32869,138094,1,Cash loans,F,N,N,1,225000.0,942300.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2688,1,1,0,1,0,Sales staff,3.0,WEDNESDAY,1
32964,138206,1,Cash loans,F,N,N,0,49500.0,343800.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2469,1,1,0,1,1,Cleaning staff,2.0,WEDNESDAY,1
33021,138266,1,Cash loans,M,N,N,0,112500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1529,1,1,1,1,0,Drivers,2.0,THURSDAY,1
33106,138363,1,Revolving loans,F,N,N,0,157500.0,180000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2695,1,1,0,1,0,Laborers,1.0,WEDNESDAY,0
33179,138443,1,Revolving loans,F,N,N,1,121500.0,382500.0,382500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1213,1,1,0,1,0,Laborers,3.0,WEDNESDAY,0
33293,138572,1,Cash loans,F,N,N,0,94500.0,387000.0,387000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1411,1,1,1,1,0,Cleaning staff,2.0,TUESDAY,1
33522,138832,1,Cash loans,M,N,N,1,270000.0,900000.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-5422,1,1,1,1,0,Drivers,3.0,THURSDAY,1
33779,139135,1,Cash loans,M,N,N,0,112500.0,916470.0,765000.0,Children,Commercial associate,Secondary / secondary special,Single / not married,-6771,1,1,0,1,0,Laborers,1.0,WEDNESDAY,2
33801,139158,1,Cash loans,M,N,N,1,112500.0,239850.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1164,1,1,0,1,0,Laborers,3.0,TUESDAY,1
33810,139168,1,Cash loans,M,N,N,0,135000.0,408780.0,337500.0,Family,Working,Secondary / secondary special,Single / not married,-2232,1,1,0,1,0,Security staff,1.0,WEDNESDAY,1
33827,139194,1,Cash loans,M,N,N,0,157500.0,162000.0,162000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2655,1,1,1,1,0,Laborers,2.0,FRIDAY,1
33881,139261,1,Cash loans,F,N,N,0,112500.0,314100.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1472,1,1,0,1,0,Realty agents,1.0,WEDNESDAY,1
34062,139469,1,Cash loans,F,N,N,2,49500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-7255,1,1,1,1,0,Core staff,3.0,SUNDAY,1
34100,139509,1,Cash loans,F,N,N,1,72990.0,373500.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2588,1,1,1,1,0,Laborers,2.0,FRIDAY,2
34105,139514,1,Cash loans,F,N,N,0,126000.0,307557.0,265500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,-7878,1,1,0,1,0,Sales staff,2.0,TUESDAY,1
34159,139585,1,Cash loans,F,N,N,0,144000.0,149256.0,135000.0,Unaccompanied,Commercial associate,Higher education,Separated,-1721,1,1,1,1,0,Core staff,1.0,THURSDAY,1
34450,139919,1,Revolving loans,F,N,N,2,238500.0,675000.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2995,1,1,0,1,0,Sales staff,4.0,WEDNESDAY,0
34573,140065,1,Cash loans,F,N,N,1,81000.0,753840.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1198,1,1,0,1,0,Sales staff,3.0,FRIDAY,1
34669,140175,1,Cash loans,M,N,N,0,306000.0,855000.0,855000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,-2271,1,1,0,1,0,Managers,1.0,WEDNESDAY,1
34866,140401,1,Cash loans,F,N,N,1,193500.0,283500.0,283500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1046,1,1,1,1,0,Managers,3.0,WEDNESDAY,1
34877,140414,1,Cash loans,F,N,N,0,36000.0,66222.0,58500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,-5254,1,1,0,1,0,Security staff,1.0,SATURDAY,1
35012,140568,1,Cash loans,F,N,N,0,135000.0,633681.0,445500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1866,1,1,1,1,0,Sales staff,2.0,SATURDAY,1
35103,140663,1,Cash loans,F,N,N,0,211500.0,364230.0,337500.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,-1355,1,1,0,1,0,Private service staff,2.0,WEDNESDAY,1
35206,140785,1,Revolving loans,F,N,N,0,180000.0,405000.0,405000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1692,1,1,0,1,0,Laborers,2.0,WEDNESDAY,1
35321,140914,1,Cash loans,F,N,N,0,81000.0,355536.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1300,1,1,1,1,0,Laborers,2.0,THURSDAY,2
35435,141044,1,Cash loans,M,N,N,2,202500.0,808650.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4699,1,1,0,1,0,Laborers,4.0,FRIDAY,1
35480,141098,1,Cash loans,M,N,N,0,360000.0,450000.0,450000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,-1548,1,1,0,1,0,Managers,2.0,FRIDAY,1
35569,141195,1,Cash loans,F,N,N,0,49500.0,320382.0,229500.0,"Spouse, partner",Working,Higher education,Married,-2914,1,1,1,1,0,Laborers,2.0,THURSDAY,1
35728,141380,1,Cash loans,F,N,N,0,157500.0,675000.0,675000.0,Unaccompanied,State servant,Secondary / secondary special,Widow,-3342,1,1,0,1,0,Core staff,1.0,SATURDAY,1
35828,141499,1,Cash loans,F,N,N,1,90000.0,298512.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-2299,1,1,0,1,0,Cooking staff,3.0,MONDAY,1
35845,141521,1,Cash loans,F,N,N,1,81000.0,203760.0,180000.0,Unaccompanied,Working,Higher education,Married,-2874,1,1,1,1,0,Sales staff,3.0,THURSDAY,1
35964,141665,1,Cash loans,M,N,N,0,135000.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-2566,1,1,1,1,0,Drivers,2.0,THURSDAY,1
35994,141696,1,Cash loans,F,N,N,0,103500.0,296280.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1712,1,1,1,1,0,Cleaning staff,2.0,SATURDAY,1
36134,141849,1,Cash loans,F,N,N,0,112500.0,521280.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1669,1,1,0,1,0,Laborers,2.0,WEDNESDAY,1
36233,141955,1,Cash loans,M,N,N,0,135000.0,1255680.0,1125000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,-3422,1,1,0,1,0,Laborers,1.0,THURSDAY,1
36281,142011,1,Cash loans,M,N,N,0,315000.0,808650.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1044,1,1,0,1,0,Managers,2.0,THURSDAY,1
36352,142096,1,Cash loans,F,N,N,1,337500.0,1125000.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4456,1,1,1,1,0,Laborers,3.0,FRIDAY,1
36443,142207,1,Cash loans,F,N,N,0,112500.0,545040.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4166,1,1,0,1,0,Laborers,2.0,SUNDAY,1
36558,142340,1,Cash loans,F,N,N,0,540000.0,284400.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3211,1,1,0,1,0,Managers,2.0,THURSDAY,1
36677,142480,1,Cash loans,M,N,N,0,247500.0,312768.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3226,1,1,1,1,0,Drivers,2.0,FRIDAY,1
36740,142553,1,Cash loans,M,N,N,1,76500.0,258709.5,234000.0,"Spouse, partner",Working,Secondary / secondary special,Married,-3609,1,1,0,1,0,Laborers,3.0,TUESDAY,1
36823,142646,1,Cash loans,M,N,N,0,157500.0,840996.0,702000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2111,1,1,0,1,0,Drivers,1.0,TUESDAY,1
37034,142897,1,Cash loans,F,N,N,2,90000.0,348264.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4205,1,1,0,1,0,Cleaning staff,4.0,TUESDAY,1
37272,143177,1,Cash loans,M,N,N,0,135000.0,248760.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-1296,1,1,1,1,0,Laborers,1.0,FRIDAY,1
37285,143194,1,Cash loans,F,N,N,2,144000.0,281493.0,243000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1088,1,1,0,1,0,Sales staff,4.0,WEDNESDAY,1
37455,143384,1,Cash loans,F,N,N,1,180000.0,659610.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-3319,1,1,0,1,0,Low-skill Laborers,2.0,FRIDAY,1
37571,143518,1,Cash loans,F,N,N,0,135000.0,630000.0,630000.0,Unaccompanied,Commercial associate,Higher education,Married,-1804,1,1,1,1,0,Laborers,2.0,TUESDAY,1
37579,143526,1,Cash loans,M,N,N,0,112500.0,545040.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-7878,1,1,0,1,0,Drivers,2.0,THURSDAY,1
37662,143629,1,Cash loans,F,N,N,1,67500.0,360000.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1614,1,1,0,1,0,Cooking staff,3.0,SATURDAY,1
37663,143630,1,Cash loans,F,N,N,1,135000.0,477000.0,477000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-6008,1,1,0,1,0,Laborers,2.0,FRIDAY,1
37912,143910,1,Cash loans,F,N,N,0,148500.0,412560.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1863,1,1,0,1,0,Secretaries,2.0,WEDNESDAY,2
37922,143920,1,Cash loans,F,N,N,2,247500.0,2447937.0,2254500.0,Unaccompanied,Working,Higher education,Civil marriage,-2852,1,1,1,1,0,High skill tech staff,4.0,WEDNESDAY,1
37949,143952,1,Cash loans,F,N,N,0,157500.0,1027327.5,945000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-1708,1,1,0,1,0,Managers,2.0,WEDNESDAY,1
38131,144155,1,Cash loans,F,N,N,0,67500.0,450000.0,450000.0,Family,State servant,Secondary / secondary special,Married,-2813,1,1,1,1,0,Medicine staff,2.0,TUESDAY,1
38179,144213,1,Cash loans,F,N,N,0,157500.0,427500.0,427500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1678,1,1,0,1,0,Laborers,1.0,FRIDAY,1
38240,144283,1,Cash loans,F,N,N,0,85500.0,521280.0,450000.0,Family,Working,Secondary / secondary special,Single / not married,-2082,1,1,0,1,0,Laborers,1.0,MONDAY,1
38271,144317,1,Cash loans,F,N,N,0,1125000.0,1006920.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2048,1,1,0,1,0,Managers,2.0,THURSDAY,1
38502,144583,1,Cash loans,F,N,N,1,67500.0,1067940.0,765000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3006,1,1,0,1,0,Laborers,3.0,FRIDAY,1
38581,144687,1,Cash loans,F,N,N,0,180000.0,53910.0,45000.0,Family,Working,Secondary / secondary special,Single / not married,-3015,1,1,0,1,0,Laborers,1.0,WEDNESDAY,1
38645,144760,1,Cash loans,F,N,N,0,130500.0,808650.0,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-1962,1,1,0,1,0,Cooking staff,2.0,FRIDAY,1
38716,144844,1,Revolving loans,F,N,N,0,112500.0,270000.0,270000.0,Unaccompanied,Working,Higher education,Single / not married,-3533,1,1,0,1,0,Laborers,1.0,SUNDAY,0
39132,145318,1,Cash loans,F,N,N,1,90000.0,323172.0,211500.0,Unaccompanied,Working,Secondary / secondary special,Married,-2903,1,1,0,1,0,Laborers,3.0,WEDNESDAY,1
39197,145396,1,Revolving loans,F,N,N,0,180000.0,337500.0,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,-3268,1,1,0,1,0,Laborers,2.0,SATURDAY,1
39305,145519,1,Cash loans,F,N,N,0,157500.0,755190.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Widow,-1859,1,1,0,1,0,Laborers,1.0,SUNDAY,1
39315,145531,1,Cash loans,M,N,N,0,225000.0,450000.0,450000.0,Unaccompanied,Working,Incomplete higher,Married,-2707,1,1,1,1,0,Laborers,2.0,TUESDAY,1
39316,145532,1,Cash loans,F,N,N,1,63000.0,284400.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-3525,1,1,0,1,0,Cooking staff,3.0,WEDNESDAY,1
39344,145564,1,Revolving loans,M,N,N,0,157500.0,180000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1075,1,1,0,1,0,Security staff,2.0,MONDAY,0
39400,145626,1,Cash loans,F,N,N,0,225000.0,848745.0,675000.0,Unaccompanied,Working,Higher education,Married,-2176,1,1,0,1,1,Managers,2.0,THURSDAY,1
39442,145673,1,Revolving loans,M,N,N,1,81000.0,135000.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3529,1,1,0,1,0,Laborers,3.0,TUESDAY,0
39476,145712,1,Cash loans,F,N,N,1,112500.0,180000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-3045,1,1,0,1,0,Laborers,3.0,SATURDAY,1
39488,145726,1,Cash loans,F,N,N,2,94500.0,592560.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1311,1,1,0,1,0,Sales staff,4.0,THURSDAY,1
39646,145900,1,Cash loans,M,N,N,1,90000.0,808650.0,675000.0,Family,Working,Higher education,Married,-1637,1,1,0,1,0,Drivers,3.0,THURSDAY,1
39693,145956,1,Cash loans,F,N,N,0,157500.0,261000.0,261000.0,Unaccompanied,Working,Incomplete higher,Married,-7416,1,1,0,1,0,Cleaning staff,2.0,WEDNESDAY,1
40060,146403,1,Cash loans,F,N,N,0,67500.0,178290.0,157500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1232,1,1,1,1,0,Sales staff,2.0,FRIDAY,1
40078,146425,1,Cash loans,F,N,N,0,67500.0,225000.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3824,1,1,1,1,0,Laborers,2.0,SUNDAY,1
40131,146483,1,Cash loans,F,N,N,1,135000.0,1019299.5,837000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2389,1,1,0,1,0,Sales staff,3.0,FRIDAY,1
40247,146624,1,Cash loans,F,N,N,0,180000.0,1350000.0,1350000.0,"Spouse, partner",State servant,Higher education,Married,-2050,1,1,0,1,0,Core staff,2.0,THURSDAY,1
40253,146630,1,Cash loans,F,N,N,0,85500.0,454500.0,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1304,1,1,1,1,0,Sales staff,2.0,WEDNESDAY,1
40254,146632,1,Cash loans,F,N,N,0,144000.0,1288350.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4416,1,1,0,1,0,Sales staff,2.0,THURSDAY,1
40284,146667,1,Cash loans,M,N,N,0,112500.0,135000.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-3773,1,1,0,1,0,Laborers,1.0,SATURDAY,1
40387,146784,1,Cash loans,F,N,N,0,90000.0,983299.5,904500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1565,1,1,0,1,0,Accountants,2.0,WEDNESDAY,1
40770,147214,1,Cash loans,F,N,N,1,112500.0,1046142.0,913500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2122,1,1,0,1,0,Laborers,2.0,TUESDAY,1
41001,147484,1,Cash loans,M,N,N,0,157500.0,640080.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-3687,1,1,0,1,0,Laborers,2.0,FRIDAY,1
41048,147536,1,Cash loans,F,N,N,0,202500.0,2013840.0,1800000.0,Unaccompanied,State servant,Higher education,Married,-6478,1,1,0,1,0,Managers,2.0,FRIDAY,0
41300,147820,1,Cash loans,M,N,N,1,81000.0,119893.5,103500.0,Unaccompanied,Working,Higher education,Married,-4245,1,1,0,1,0,Secretaries,3.0,THURSDAY,1
41351,147877,1,Cash loans,F,N,N,1,135000.0,450000.0,450000.0,Unaccompanied,Working,Higher education,Separated,-1562,1,1,1,1,0,Laborers,2.0,THURSDAY,1
41768,148360,1,Cash loans,M,N,N,0,225000.0,672187.5,634500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-1266,1,1,0,1,0,Managers,1.0,THURSDAY,1
41860,148469,1,Cash loans,M,N,N,0,90000.0,207396.0,157500.0,Other_B,Working,Secondary / secondary special,Single / not married,-1839,1,1,0,1,0,Drivers,1.0,TUESDAY,1
41919,148535,1,Cash loans,M,N,N,0,135000.0,450000.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-3734,1,1,0,1,0,Laborers,2.0,THURSDAY,1
42018,148652,1,Cash loans,F,N,N,0,180000.0,598401.0,499500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-3508,1,1,0,1,0,Laborers,2.0,MONDAY,1
42021,148655,1,Cash loans,F,N,N,0,90000.0,450000.0,450000.0,Unaccompanied,Working,Lower secondary,Married,-1439,1,1,1,1,0,Laborers,2.0,MONDAY,1
42247,148902,1,Cash loans,M,N,N,0,189000.0,761872.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2003,1,1,0,1,0,Laborers,1.0,FRIDAY,1
42547,149244,1,Cash loans,M,N,N,0,225000.0,339241.5,238500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1328,1,1,0,1,0,Drivers,2.0,WEDNESDAY,1
42590,149296,1,Cash loans,F,N,N,0,112500.0,414792.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1713,1,1,0,1,0,Sales staff,2.0,SATURDAY,1
42626,149343,1,Cash loans,F,N,N,2,117000.0,385164.0,292500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1111,1,1,0,1,0,Cleaning staff,4.0,TUESDAY,1
42634,149353,1,Cash loans,F,N,N,0,90000.0,1125000.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4706,1,1,1,1,0,Laborers,2.0,TUESDAY,1
42761,149504,1,Cash loans,M,N,N,0,202500.0,675000.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,-1931,1,1,0,1,0,Sales staff,2.0,TUESDAY,1
42802,149553,1,Cash loans,M,N,N,0,135000.0,450000.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1667,1,1,1,1,0,Laborers,2.0,FRIDAY,1
42825,149580,1,Cash loans,M,N,N,0,135000.0,225000.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1096,1,1,0,1,0,Waiters/barmen staff,1.0,WEDNESDAY,1
42862,149624,1,Cash loans,M,N,N,0,81000.0,298512.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,-6264,1,1,1,1,0,Laborers,2.0,WEDNESDAY,1
42894,149658,1,Cash loans,F,N,N,0,135000.0,595903.5,481500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-2045,1,1,0,1,0,Laborers,2.0,FRIDAY,1
42962,149741,1,Cash loans,F,N,N,0,117000.0,417024.0,360000.0,"Spouse, partner",Working,Incomplete higher,Married,-2125,1,1,1,1,0,Security staff,2.0,FRIDAY,1
43105,149897,1,Cash loans,F,N,N,2,108000.0,1350000.0,1350000.0,Unaccompanied,State servant,Higher education,Married,-4366,1,1,0,1,0,Core staff,4.0,THURSDAY,1
43225,150033,1,Cash loans,F,N,N,1,157500.0,563269.5,396000.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,-1590,1,1,0,1,0,Laborers,3.0,WEDNESDAY,1
43267,150080,1,Cash loans,F,N,N,1,90000.0,101880.0,90000.0,Family,Working,Secondary / secondary special,Married,-3541,1,1,0,1,0,Medicine staff,3.0,FRIDAY,1
43291,150105,1,Cash loans,F,N,N,0,67500.0,108072.0,85500.0,Unaccompanied,Working,Lower secondary,Single / not married,-2230,1,1,0,1,0,Laborers,1.0,MONDAY,1
43322,150147,1,Cash loans,M,N,N,0,135000.0,592560.0,450000.0,Family,Working,Secondary / secondary special,Single / not married,-1465,1,1,0,1,0,Laborers,1.0,WEDNESDAY,1
43373,150209,1,Cash loans,M,N,N,0,112500.0,253737.0,229500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-2734,1,1,0,1,0,Laborers,2.0,THURSDAY,1
43651,150530,1,Revolving loans,M,N,N,0,225000.0,540000.0,540000.0,Unaccompanied,Working,Higher education,Married,-1596,1,1,0,1,0,Drivers,2.0,THURSDAY,0
43896,150832,1,Cash loans,F,N,N,0,162000.0,900000.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2973,1,1,0,1,0,Sales staff,2.0,SUNDAY,1
43942,150885,1,Cash loans,F,N,N,2,112500.0,781920.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-5527,1,1,0,1,0,Cooking staff,3.0,THURSDAY,1
44237,151243,1,Cash loans,F,N,N,0,148500.0,545040.0,450000.0,Unaccompanied,Working,Higher education,Married,-1220,1,1,1,1,0,Laborers,2.0,SATURDAY,1
44354,151384,1,Cash loans,F,N,N,0,90000.0,450000.0,450000.0,Unaccompanied,Working,Higher education,Married,-1638,1,1,1,1,0,Laborers,2.0,SUNDAY,1
44374,151407,1,Cash loans,F,N,N,1,135000.0,269550.0,225000.0,Family,Commercial associate,Secondary / secondary special,Single / not married,-2124,1,1,0,1,0,Laborers,2.0,FRIDAY,1
45032,152166,1,Cash loans,M,N,N,0,157500.0,497520.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2877,1,1,1,1,1,Private service staff,2.0,FRIDAY,1
45250,152414,1,Cash loans,F,N,N,1,135000.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2966,1,1,0,1,0,Laborers,3.0,WEDNESDAY,1
45469,152663,1,Cash loans,F,N,N,0,157500.0,1283197.5,1120500.0,Unaccompanied,Working,Secondary / secondary special,Married,-3807,1,1,1,1,0,Laborers,2.0,WEDNESDAY,1
45519,152718,1,Cash loans,F,N,N,2,112500.0,284400.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2196,1,1,1,1,0,High skill tech staff,4.0,WEDNESDAY,1
45624,152847,1,Cash loans,M,N,N,0,90000.0,521280.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-8974,1,1,1,1,0,Laborers,2.0,THURSDAY,1
45894,153173,1,Cash loans,M,N,N,0,225000.0,450000.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,-2016,1,1,0,1,0,Laborers,1.0,TUESDAY,1
45911,153191,1,Cash loans,M,N,N,0,135000.0,314100.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2636,1,1,0,1,0,Cooking staff,2.0,MONDAY,1
46065,153370,1,Cash loans,F,N,N,0,225000.0,497520.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1123,1,1,1,1,0,Core staff,2.0,THURSDAY,1
46680,154073,1,Cash loans,F,N,N,0,162000.0,601470.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1302,1,1,1,1,0,Laborers,2.0,WEDNESDAY,1
46725,154124,1,Cash loans,M,N,N,1,270000.0,473760.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1579,1,1,1,1,0,Drivers,3.0,FRIDAY,1
46953,154386,1,Cash loans,M,N,N,2,135000.0,675000.0,675000.0,Unaccompanied,Working,Higher education,Married,-3736,1,1,1,1,0,Managers,4.0,THURSDAY,1
47036,154481,1,Cash loans,M,N,N,0,81000.0,343800.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1702,1,1,0,1,0,Laborers,1.0,TUESDAY,1
47257,154723,1,Cash loans,F,N,N,2,83700.0,101880.0,90000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-2814,1,1,1,1,0,Medicine staff,4.0,THURSDAY,1
47293,154765,1,Cash loans,F,N,N,0,90000.0,314100.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1927,1,1,0,1,0,Sales staff,2.0,WEDNESDAY,1
47334,154810,1,Cash loans,F,N,N,0,112500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2632,1,1,1,1,0,Laborers,1.0,FRIDAY,1
47359,154841,1,Cash loans,M,N,N,1,112500.0,550080.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1738,1,1,0,1,0,Sales staff,3.0,MONDAY,2
47430,154926,1,Cash loans,F,N,N,0,135000.0,508495.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-3057,1,1,0,1,0,Cleaning staff,1.0,FRIDAY,1
47615,155157,1,Cash loans,F,N,N,1,81000.0,225000.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1391,1,1,1,1,0,Accountants,3.0,TUESDAY,1
47896,155471,1,Cash loans,F,N,N,1,112500.0,905688.0,756000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2561,1,1,1,1,0,Medicine staff,3.0,THURSDAY,1
48163,155781,1,Cash loans,M,N,N,0,157500.0,1001884.5,895500.0,Family,Working,Incomplete higher,Single / not married,-1286,1,1,1,1,0,Security staff,1.0,TUESDAY,1
48281,155914,1,Cash loans,F,N,N,0,63000.0,508495.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,-8063,1,1,1,1,0,Laborers,2.0,SUNDAY,1
48402,156054,1,Cash loans,F,N,N,2,112500.0,450000.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-3920,1,1,0,1,0,Cooking staff,4.0,THURSDAY,1
48429,156083,1,Cash loans,F,N,N,1,135000.0,327024.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3200,1,1,0,1,0,Laborers,3.0,THURSDAY,1
48536,156207,1,Revolving loans,F,N,N,2,180000.0,180000.0,180000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-1080,1,1,0,1,0,Core staff,4.0,SATURDAY,0
48547,156220,1,Cash loans,F,N,N,0,225000.0,1460691.0,1363500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1237,1,1,0,1,0,Sales staff,2.0,SATURDAY,1
